"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26","Npop27","Npop28","Npop29","Npop30","Npop31"
0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,0.96969696969697,0.984848484848485,0.984848484848485,1,1,0.984848484848485,1,0.984848484848485,0.939393939393939,1,1,1,1,1,0.984848484848485,1,1
0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,0.984848484848485,1,0.939393939393939,0.984848484848485,1,0.984848484848485,1,0.984848484848485,0.939393939393939,0.984848484848485,1,1,0.939393939393939,1,1,1,1,1
0.893939393939394,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,1,0.984848484848485,0.939393939393939,1,0.984848484848485,1,0.984848484848485,1,0.984848484848485,0.939393939393939,0.984848484848485,0.984848484848485,1,0.954545454545455,1,1,1,1,1,1
0.924242424242424,0.909090909090909,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,1,0.939393939393939,1,0.939393939393939,1,0.984848484848485,1,1,1,1,1
0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,1,1,0.984848484848485,1,1,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,0.939393939393939,1,0.984848484848485,1,1,1,0.984848484848485,1,1,1
0.893939393939394,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.939393939393939,1,0.939393939393939,1,1,0.984848484848485,0.984848484848485,0.939393939393939,1,1,1,1,1,1,1,1,1,1
0.878787878787879,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,0.939393939393939,1,1,1,0.984848484848485,1,0.984848484848485,0.984848484848485,0.939393939393939,0.984848484848485,0.939393939393939,0.939393939393939,1,1,1,1,1
0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,1,1,1,0.939393939393939,0.984848484848485,0.984848484848485,1,1,0.984848484848485,1,1,1,1,1
0.924242424242424,0.909090909090909,0.939393939393939,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.939393939393939,1,1,1,1,1,0.984848484848485,0.984848484848485,1,1,1,1,1,1,1,1,1,1
0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,0.984848484848485,0.984848484848485,0.939393939393939,0.984848484848485,0.954545454545455,1,0.984848484848485,1,1,1,1,1,1,1,1
0.893939393939394,0.909090909090909,0.924242424242424,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.984848484848485,1,0.984848484848485,1,1,1,1,1,1,0.984848484848485,0.939393939393939,1,1,1,1,1,1
0.909090909090909,0.924242424242424,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.939393939393939,0.939393939393939,1,1,1,1,0.984848484848485,1,0.939393939393939,1,0.984848484848485,1,1,1,1,1,1
0.924242424242424,0.909090909090909,0.939393939393939,0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,1,0.984848484848485,0.939393939393939,0.939393939393939,1,0.939393939393939,0.984848484848485,0.939393939393939,1,1,0.984848484848485,1,1,1,1,1
0.924242424242424,0.924242424242424,0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,1,1,0.984848484848485,0.984848484848485,0.984848484848485,0.954545454545455,1,0.939393939393939,1,1,0.984848484848485,1,1,1,1,1,1
0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,1,0.984848484848485,1,0.984848484848485,1,1,0.984848484848485,1,1,0.96969696969697,1,1,1,1,1
0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.939393939393939,0.984848484848485,1,1,1,0.984848484848485,0.984848484848485,1,1,0.954545454545455,0.984848484848485,0.984848484848485,0.984848484848485,0.954545454545455,1,1,1,1,1
0.878787878787879,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,1,1,1,0.939393939393939,1,0.939393939393939,0.954545454545455,1,1,1,1,1,1,1,1
0.893939393939394,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,1,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.984848484848485,0.939393939393939,1,1,0.984848484848485,1,0.984848484848485,1,1,1,1,1,1
0.893939393939394,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.954545454545455,1,1,1,1,0.939393939393939,1,1,0.984848484848485,0.984848484848485,1,1,1,0.984848484848485,1,1,1,1,1
0.893939393939394,0.924242424242424,0.909090909090909,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,1,1,0.984848484848485,0.984848484848485,0.984848484848485,1,0.984848484848485,1,1,1,1,1,1,1
0.909090909090909,0.909090909090909,0.909090909090909,0.924242424242424,0.939393939393939,0.924242424242424,0.893939393939394,0.939393939393939,0.939393939393939,1,0.939393939393939,0.984848484848485,0.939393939393939,0.984848484848485,0.984848484848485,1,1,0.984848484848485,0.984848484848485,1,0.984848484848485,1,1,1,1,1,1,1,1,1
0.924242424242424,0.924242424242424,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,1,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,1,1,1
0.893939393939394,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.878787878787879,0.924242424242424,0.924242424242424,1,0.939393939393939,0.984848484848485,0.939393939393939,1,1,1,0.984848484848485,0.984848484848485,0.939393939393939,0.984848484848485,1,0.984848484848485,1,1,1,1,1,1,1,1
0.863636363636364,0.924242424242424,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,0.954545454545455,1,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,1,1,1,1,1,1
0.893939393939394,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,1,0.939393939393939,0.939393939393939,1,0.939393939393939,0.984848484848485,1,0.939393939393939,0.939393939393939,1,0.939393939393939,1,0.954545454545455,1,1,1,1,1,1,1,1
0.909090909090909,0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,1,0.924242424242424,0.939393939393939,1,0.984848484848485,1,1,0.939393939393939,0.984848484848485,0.939393939393939,1,0.984848484848485,0.954545454545455,0.954545454545455,0.939393939393939,0.984848484848485,1,1,1,1,1
0.909090909090909,0.909090909090909,0.939393939393939,0.909090909090909,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.984848484848485,1,0.984848484848485,0.939393939393939,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,1,1,1,1,0.954545454545455,1,1,1,1,1
0.924242424242424,0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,1,0.984848484848485,1,1,1,1,0.984848484848485,0.984848484848485,1,0.954545454545455,1,0.954545454545455,1,1,1,1,1,1
0.893939393939394,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,0.939393939393939,1,0.984848484848485,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,1,0.939393939393939,0.984848484848485,1,1,1,1,1,1,1
0.893939393939394,0.909090909090909,0.924242424242424,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.893939393939394,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.984848484848485,0.984848484848485,1,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,1,0.939393939393939,0.984848484848485,0.954545454545455,1,1,1,1,0.954545454545455,1,1
0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.939393939393939,0.939393939393939,1,1,0.939393939393939,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,1,1,0.984848484848485,0.984848484848485,1,1,0.984848484848485,1
0.909090909090909,0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,1,0.939393939393939,0.984848484848485,0.939393939393939,0.984848484848485,0.984848484848485,0.939393939393939,1,1,1,1,0.984848484848485,1,1,0.984848484848485,0.984848484848485,1,1,1,1,1
0.909090909090909,0.848484848484849,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.939393939393939,1,1,0.984848484848485,1,1,0.954545454545455,0.939393939393939,1,0.984848484848485,1,1,1,1,1,1
0.909090909090909,0.939393939393939,0.924242424242424,0.893939393939394,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,0.984848484848485,1,0.984848484848485,0.984848484848485,1,0.96969696969697,0.984848484848485,1,1,0.984848484848485,0.954545454545455,1,0.984848484848485,1,1,1,1,1
0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.893939393939394,0.939393939393939,0.939393939393939,0.96969696969697,0.984848484848485,0.939393939393939,0.984848484848485,1,1,0.984848484848485,0.984848484848485,0.954545454545455,0.954545454545455,0.939393939393939,0.984848484848485,1,0.984848484848485,0.96969696969697,1,1,1,1,1
0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.939393939393939,0.984848484848485,1,1,0.939393939393939,1,0.984848484848485,0.939393939393939,0.984848484848485,0.954545454545455,1,1,1,1,1
0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,1,1,1,1,0.984848484848485,0.984848484848485,1,0.984848484848485,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,1,1,1
0.909090909090909,0.893939393939394,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.984848484848485,1,1,0.984848484848485,1,1,1,1,0.954545454545455,1,0.954545454545455,1,1,1,1,1,1,1
0.909090909090909,0.924242424242424,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.984848484848485,0.984848484848485,0.939393939393939,0.984848484848485,1,1,1,0.984848484848485,0.939393939393939,1,1,1,1,1,1,1,1,1
0.878787878787879,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.984848484848485,0.984848484848485,0.939393939393939,1,1,1,0.939393939393939,0.984848484848485,0.984848484848485,1,0.984848484848485,1,1,1,1,1,1,1
0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.939393939393939,1,1,1,0.939393939393939,0.984848484848485,1,1,0.954545454545455,1,0.954545454545455,1,1,1,1,1,1,1
0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,1,0.939393939393939,1,0.939393939393939,0.984848484848485,0.984848484848485,0.984848484848485,1,1,1,1,0.954545454545455,1,1,1,1,1
0.878787878787879,0.924242424242424,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.939393939393939,1,0.984848484848485,0.984848484848485,0.939393939393939,0.984848484848485,0.984848484848485,0.984848484848485,1,0.984848484848485,0.984848484848485,0.984848484848485,1,1,1,1,1,1
0.863636363636364,0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.984848484848485,0.939393939393939,0.984848484848485,1,1,0.984848484848485,0.984848484848485,0.984848484848485,1,1,1,1,1,1,1,1
0.878787878787879,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.984848484848485,0.984848484848485,1,1,1,0.984848484848485,0.984848484848485,1,0.984848484848485,0.939393939393939,1,0.984848484848485,1,1,1,1,1
0.909090909090909,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.96969696969697,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,1,1,0.984848484848485,1,0.939393939393939,1,1,1,1,1,1,1,1
0.909090909090909,0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,1,1,0.984848484848485,0.984848484848485,1,0.984848484848485,0.984848484848485,0.939393939393939,0.984848484848485,1,0.954545454545455,1,1,0.954545454545455,1,1,1
0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.939393939393939,0.984848484848485,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,1,0.939393939393939,0.954545454545455,1,0.984848484848485,1,1,1,1,1,1
0.909090909090909,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,1,1,0.939393939393939,0.984848484848485,0.984848484848485,0.984848484848485,0.954545454545455,0.984848484848485,1,1,1,1,1,1,1
0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,0.939393939393939,0.984848484848485,0.984848484848485,1,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,1,1,1,1,1,1
0.878787878787879,0.909090909090909,0.909090909090909,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.984848484848485,1,1,1,1,0.96969696969697,0.984848484848485,0.984848484848485,0.939393939393939,1,0.939393939393939,1,0.984848484848485,1,1,1,1,1
0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.939393939393939,0.984848484848485,0.984848484848485,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,1,1,1
0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,1,1,1,0.939393939393939,1,0.939393939393939,1,0.984848484848485,1,1,1,1,1
0.909090909090909,0.939393939393939,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.939393939393939,0.984848484848485,1,1,0.984848484848485,0.939393939393939,0.939393939393939,0.984848484848485,1,1,1,1,1,1,1,1,1,1,1
0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,0.939393939393939,0.984848484848485,0.984848484848485,1,1,0.984848484848485,1,1,1,1,0.954545454545455,0.984848484848485,0.984848484848485,1,1,1,1,1
0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.984848484848485,0.984848484848485,0.939393939393939,0.939393939393939,0.984848484848485,0.984848484848485,1,0.939393939393939,0.984848484848485,0.984848484848485,0.984848484848485,0.954545454545455,1,1,1,1,1,1
0.893939393939394,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.939393939393939,0.984848484848485,0.984848484848485,0.984848484848485,1,1,0.984848484848485,0.984848484848485,1,1,1,1,1,1,1,0.954545454545455,1,1,1
0.893939393939394,0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.909090909090909,0.939393939393939,0.939393939393939,1,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,1,1,0.984848484848485,1,0.984848484848485,0.984848484848485,0.939393939393939,1,0.984848484848485,1,1,1,1,1,1
0.893939393939394,0.878787878787879,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,1,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,1,0.984848484848485,0.984848484848485,1,0.984848484848485,0.939393939393939,1,0.984848484848485,0.939393939393939,1,0.984848484848485,1,1,1,1,1
0.893939393939394,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.939393939393939,0.984848484848485,0.984848484848485,0.939393939393939,1,0.984848484848485,1,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,1,1,1,1,1
0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,1,0.984848484848485,0.939393939393939,0.984848484848485,1,1,1,1,0.939393939393939,1,1,0.939393939393939,0.984848484848485,1,1,1,1,1
0.924242424242424,0.939393939393939,0.924242424242424,0.924242424242424,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.939393939393939,1,1,0.939393939393939,0.984848484848485,1,1,0.984848484848485,1,1,0.954545454545455,0.984848484848485,1,1,1,1,1,1
0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,0.984848484848485,1,0.939393939393939,0.939393939393939,0.954545454545455,0.984848484848485,0.984848484848485,1,1,0.984848484848485,1,1,1,1,1,1
0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.96969696969697,1,0.939393939393939,1,1,0.939393939393939,1,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,1,1,1
0.909090909090909,0.909090909090909,0.939393939393939,0.939393939393939,0.878787878787879,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,1,1,0.984848484848485,1,0.984848484848485,1,1,0.984848484848485,1,1,0.984848484848485,1,1,1,1,1,1,1
0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.939393939393939,0.96969696969697,0.939393939393939,1,1,1,0.984848484848485,0.984848484848485,1,0.939393939393939,0.984848484848485,0.984848484848485,1,1,1,1,1,1
0.893939393939394,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,0.939393939393939,0.984848484848485,0.984848484848485,0.939393939393939,0.984848484848485,0.984848484848485,0.984848484848485,0.984848484848485,0.96969696969697,0.984848484848485,0.984848484848485,1,1,1,1,1,1,1,1
0.909090909090909,0.909090909090909,0.924242424242424,0.924242424242424,0.939393939393939,0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.984848484848485,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.984848484848485,0.939393939393939,1,1,1,1,1,1,1
0.893939393939394,0.909090909090909,0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,1,1,1,0.984848484848485,1,1,1,1,1,1,1,0.984848484848485,0.984848484848485,0.984848484848485,1,1,1,1,1
0.909090909090909,0.939393939393939,0.909090909090909,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,1,0.984848484848485,1,1,1,0.939393939393939,1,1,1,1,1,1,1,1,1,1
0.909090909090909,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.939393939393939,1,0.939393939393939,1,0.984848484848485,1,0.939393939393939,0.939393939393939,1,0.984848484848485,0.984848484848485,1,0.954545454545455,0.984848484848485,0.984848484848485,1,1,1,1,1
0.893939393939394,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.939393939393939,1,1,0.984848484848485,1,1,1,1,0.984848484848485,1,1,1,1,1,1,1
0.909090909090909,0.909090909090909,0.939393939393939,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,1,0.939393939393939,1,0.984848484848485,0.939393939393939,0.984848484848485,0.939393939393939,0.984848484848485,1,0.984848484848485,1,0.984848484848485,1,1,1,1,1,1,1
0.909090909090909,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,1,1,1,1,0.984848484848485,1,0.939393939393939,1,1,1,0.984848484848485,0.984848484848485,1,1,1,1,1
0.878787878787879,0.939393939393939,0.909090909090909,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.924242424242424,1,0.984848484848485,0.984848484848485,0.984848484848485,1,0.984848484848485,1,0.984848484848485,0.954545454545455,1,0.939393939393939,1,1,1,0.984848484848485,1,1,1,1,1
0.924242424242424,0.924242424242424,0.939393939393939,0.893939393939394,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,0.939393939393939,1,1,1,1,0.984848484848485,0.984848484848485,1,1,1,0.984848484848485,1,1,1,1,1,1
0.909090909090909,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,1,1,1,1,1,1,0.984848484848485,1,1,1,1,1,1
0.939393939393939,0.924242424242424,0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,1,0.939393939393939,0.984848484848485,1,1,1,0.984848484848485,0.984848484848485,1,0.984848484848485,1,1,1,1,1
0.909090909090909,0.893939393939394,0.939393939393939,0.939393939393939,0.909090909090909,0.939393939393939,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.984848484848485,0.984848484848485,0.984848484848485,1,1,1,0.954545454545455,1,0.939393939393939,0.984848484848485,1,1,1,1,1,0.954545454545455
0.909090909090909,0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,0.984848484848485,1,1,1,0.939393939393939,0.984848484848485,1,0.984848484848485,0.984848484848485,1,1,1,1,1,1,1,1
0.893939393939394,0.909090909090909,0.924242424242424,0.924242424242424,0.924242424242424,0.939393939393939,0.939393939393939,0.939393939393939,0.939393939393939,1,1,0.984848484848485,0.984848484848485,1,0.984848484848485,0.984848484848485,0.939393939393939,1,0.984848484848485,1,1,1,1,1,1,1,1,1,1,1
